target,iteration,red_count,red_event_count,red_event_rate
broad_PLP_to_non_PLP_or_missing,884,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,885,5,3,0.6
broad_PLP_to_non_PLP_or_missing,886,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,887,2,2,1.0
broad_PLP_to_non_PLP_or_missing,888,8,4,0.5
broad_PLP_to_non_PLP_or_missing,889,6,3,0.5
broad_PLP_to_non_PLP_or_missing,890,10,2,0.2
broad_PLP_to_non_PLP_or_missing,891,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,892,5,3,0.6
broad_PLP_to_non_PLP_or_missing,893,2,0,0.0
broad_PLP_to_non_PLP_or_missing,894,2,0,0.0
broad_PLP_to_non_PLP_or_missing,895,7,1,0.14285714285714285
broad_PLP_to_non_PLP_or_missing,896,2,1,0.5
broad_PLP_to_non_PLP_or_missing,897,5,2,0.4
broad_PLP_to_non_PLP_or_missing,898,4,2,0.5
broad_PLP_to_non_PLP_or_missing,899,5,2,0.4
broad_PLP_to_non_PLP_or_missing,900,1,0,0.0
broad_PLP_to_non_PLP_or_missing,901,3,0,0.0
broad_PLP_to_non_PLP_or_missing,902,5,2,0.4
broad_PLP_to_non_PLP_or_missing,903,4,3,0.75
broad_PLP_to_non_PLP_or_missing,904,4,1,0.25
broad_PLP_to_non_PLP_or_missing,905,6,3,0.5
broad_PLP_to_non_PLP_or_missing,906,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,907,2,1,0.5
broad_PLP_to_non_PLP_or_missing,908,2,2,1.0
broad_PLP_to_non_PLP_or_missing,909,8,3,0.375
broad_PLP_to_non_PLP_or_missing,910,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,911,4,2,0.5
broad_PLP_to_non_PLP_or_missing,912,4,1,0.25
broad_PLP_to_non_PLP_or_missing,913,2,1,0.5
broad_PLP_to_non_PLP_or_missing,914,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,915,8,5,0.625
broad_PLP_to_non_PLP_or_missing,916,4,2,0.5
broad_PLP_to_non_PLP_or_missing,917,4,3,0.75
broad_PLP_to_non_PLP_or_missing,918,5,3,0.6
broad_PLP_to_non_PLP_or_missing,919,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,920,2,1,0.5
broad_PLP_to_non_PLP_or_missing,921,5,3,0.6
broad_PLP_to_non_PLP_or_missing,922,7,4,0.5714285714285714
broad_PLP_to_non_PLP_or_missing,923,1,1,1.0
broad_PLP_to_non_PLP_or_missing,924,4,3,0.75
broad_PLP_to_non_PLP_or_missing,925,1,0,0.0
broad_PLP_to_non_PLP_or_missing,926,6,3,0.5
broad_PLP_to_non_PLP_or_missing,927,1,0,0.0
broad_PLP_to_non_PLP_or_missing,928,3,2,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,929,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,930,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,931,1,1,1.0
broad_PLP_to_non_PLP_or_missing,932,9,3,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,933,4,2,0.5
broad_PLP_to_non_PLP_or_missing,934,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,935,5,1,0.2
broad_PLP_to_non_PLP_or_missing,936,2,1,0.5
broad_PLP_to_non_PLP_or_missing,937,4,3,0.75
broad_PLP_to_non_PLP_or_missing,938,1,0,0.0
broad_PLP_to_non_PLP_or_missing,939,5,3,0.6
broad_PLP_to_non_PLP_or_missing,940,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,941,9,3,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,942,5,2,0.4
broad_PLP_to_non_PLP_or_missing,943,4,3,0.75
broad_PLP_to_non_PLP_or_missing,944,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,945,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,946,2,2,1.0
broad_PLP_to_non_PLP_or_missing,947,5,3,0.6
broad_PLP_to_non_PLP_or_missing,948,1,1,1.0
broad_PLP_to_non_PLP_or_missing,949,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,950,7,2,0.2857142857142857
broad_PLP_to_non_PLP_or_missing,951,1,0,0.0
broad_PLP_to_non_PLP_or_missing,952,5,2,0.4
broad_PLP_to_non_PLP_or_missing,953,5,2,0.4
broad_PLP_to_non_PLP_or_missing,954,4,1,0.25
broad_PLP_to_non_PLP_or_missing,955,5,4,0.8
broad_PLP_to_non_PLP_or_missing,956,7,3,0.42857142857142855
broad_PLP_to_non_PLP_or_missing,957,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,958,2,1,0.5
broad_PLP_to_non_PLP_or_missing,959,2,1,0.5
broad_PLP_to_non_PLP_or_missing,960,2,1,0.5
broad_PLP_to_non_PLP_or_missing,961,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,962,2,2,1.0
broad_PLP_to_non_PLP_or_missing,963,1,0,0.0
broad_PLP_to_non_PLP_or_missing,964,2,0,0.0
broad_PLP_to_non_PLP_or_missing,965,4,2,0.5
broad_PLP_to_non_PLP_or_missing,966,3,3,1.0
broad_PLP_to_non_PLP_or_missing,967,1,0,0.0
broad_PLP_to_non_PLP_or_missing,968,2,1,0.5
broad_PLP_to_non_PLP_or_missing,969,2,0,0.0
broad_PLP_to_non_PLP_or_missing,970,5,3,0.6
broad_PLP_to_non_PLP_or_missing,971,7,5,0.7142857142857143
broad_PLP_to_non_PLP_or_missing,972,2,0,0.0
broad_PLP_to_non_PLP_or_missing,973,2,1,0.5
broad_PLP_to_non_PLP_or_missing,974,5,2,0.4
broad_PLP_to_non_PLP_or_missing,975,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,976,5,2,0.4
broad_PLP_to_non_PLP_or_missing,977,2,1,0.5
broad_PLP_to_non_PLP_or_missing,978,9,3,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,979,6,4,0.6666666666666666
broad_PLP_to_non_PLP_or_missing,980,2,2,1.0
broad_PLP_to_non_PLP_or_missing,981,1,1,1.0
broad_PLP_to_non_PLP_or_missing,982,3,3,1.0
broad_PLP_to_non_PLP_or_missing,983,5,2,0.4
broad_PLP_to_non_PLP_or_missing,984,4,2,0.5
broad_PLP_to_non_PLP_or_missing,985,7,1,0.14285714285714285
broad_PLP_to_non_PLP_or_missing,986,2,2,1.0
broad_PLP_to_non_PLP_or_missing,987,6,2,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,988,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,989,4,2,0.5
broad_PLP_to_non_PLP_or_missing,990,4,2,0.5
broad_PLP_to_non_PLP_or_missing,991,4,4,1.0
broad_PLP_to_non_PLP_or_missing,992,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,993,3,1,0.3333333333333333
broad_PLP_to_non_PLP_or_missing,994,2,0,0.0
broad_PLP_to_non_PLP_or_missing,995,2,2,1.0
broad_PLP_to_non_PLP_or_missing,996,3,3,1.0
broad_PLP_to_non_PLP_or_missing,997,2,2,1.0
broad_PLP_to_non_PLP_or_missing,998,5,3,0.6
broad_PLP_to_non_PLP_or_missing,999,4,3,0.75
